"NoCom";"CodeCli";"NoEmp";"DateCom";"ALivAvant";"DateEnv";"NoMess";"Port";"Destinataire";"AdrLiv";"VilleLiv";"RegionLiv";"CodepostalLiv";"PaysLiv"
10799;"KOENE";9;26/1/1996 00:00:00;8/3/1996 00:00:00;5/2/1996 00:00:00;3;154;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10800;"SEVES";1;26/1/1996 00:00:00;23/2/1996 00:00:00;5/2/1996 00:00:00;3;687;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Royaume-Uni"
10801;"BOLID";4;29/1/1996 00:00:00;26/2/1996 00:00:00;31/1/1996 00:00:00;2;485;"Bólido Comidas preparadas";"C/ Araquil, 67";"Madrid";;"28023";"Espagne"
10802;"SIMOB";4;29/1/1996 00:00:00;26/2/1996 00:00:00;2/2/1996 00:00:00;2;1286;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Danemark"
10803;"WELLI";4;30/1/1996 00:00:00;27/2/1996 00:00:00;6/2/1996 00:00:00;1;276;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10804;"SEVES";6;30/1/1996 00:00:00;27/2/1996 00:00:00;7/2/1996 00:00:00;2;137;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Royaume-Uni"
10805;"THEBI";2;30/1/1996 00:00:00;27/2/1996 00:00:00;9/2/1996 00:00:00;3;1187;"The Big Cheese";"89 Jefferson Way
Suite 2";"Portland";"OR";"97201";"Etats-Unis"
10806;"VICTE";3;31/1/1996 00:00:00;28/2/1996 00:00:00;5/2/1996 00:00:00;2;111;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"France"
10807;"FRANS";4;31/1/1996 00:00:00;28/2/1996 00:00:00;1/3/1996 00:00:00;1;7;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Italie"
10808;"OLDWO";2;1/2/1996 00:00:00;29/2/1996 00:00:00;9/2/1996 00:00:00;3;228;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10809;"WELLI";7;1/2/1996 00:00:00;29/2/1996 00:00:00;7/2/1996 00:00:00;1;24;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10810;"LAUGB";2;1/2/1996 00:00:00;29/2/1996 00:00:00;7/2/1996 00:00:00;3;22;"Laughing Bacchus Wine Cellars";"2319 Elm St.";"Vancouver";"BC";"V3F 2K1";"Canada"
10811;"LINOD";8;2/2/1996 00:00:00;1/3/1996 00:00:00;8/2/1996 00:00:00;1;156;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10812;"REGGC";5;2/2/1996 00:00:00;1/3/1996 00:00:00;12/2/1996 00:00:00;1;299;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10813;"RICAR";1;5/2/1996 00:00:00;4/3/1996 00:00:00;9/2/1996 00:00:00;1;237;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10814;"VICTE";3;5/2/1996 00:00:00;4/3/1996 00:00:00;14/2/1996 00:00:00;3;655;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"France"
10815;"SAVEA";2;5/2/1996 00:00:00;4/3/1996 00:00:00;14/2/1996 00:00:00;3;73;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10816;"GREAL";4;6/2/1996 00:00:00;5/3/1996 00:00:00;6/3/1996 00:00:00;2;3599;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10817;"KOENE";3;6/2/1996 00:00:00;20/2/1996 00:00:00;13/2/1996 00:00:00;2;1530;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10818;"MAGAA";7;7/2/1996 00:00:00;6/3/1996 00:00:00;12/2/1996 00:00:00;3;327;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10819;"CACTU";2;7/2/1996 00:00:00;6/3/1996 00:00:00;16/2/1996 00:00:00;3;99;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentine"
10820;"RATTC";3;7/2/1996 00:00:00;6/3/1996 00:00:00;13/2/1996 00:00:00;2;188;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10821;"SPLIR";1;8/2/1996 00:00:00;7/3/1996 00:00:00;15/2/1996 00:00:00;1;183;"Split Rail Beer & Ale";"P.O. Box 555";"Lander";"WY";"82520";"Etats-Unis"
10822;"TRAIH";6;8/2/1996 00:00:00;7/3/1996 00:00:00;16/2/1996 00:00:00;3;35;"Trail's Head Gourmet Provisioners";"722 DaVinci Blvd.";"Kirkland";"WA";"98034";"Etats-Unis"
10823;"LILAS";5;9/2/1996 00:00:00;8/3/1996 00:00:00;13/2/1996 00:00:00;2;820;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10824;"FOLKO";8;9/2/1996 00:00:00;8/3/1996 00:00:00;1/3/1996 00:00:00;1;6;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10825;"DRACD";1;9/2/1996 00:00:00;8/3/1996 00:00:00;14/2/1996 00:00:00;1;396;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Allemagne"
10826;"BLONP";6;12/2/1996 00:00:00;11/3/1996 00:00:00;8/3/1996 00:00:00;1;35;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10827;"BONAP";1;12/2/1996 00:00:00;26/2/1996 00:00:00;8/3/1996 00:00:00;2;318;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10828;"RANCH";9;13/2/1996 00:00:00;27/2/1996 00:00:00;6/3/1996 00:00:00;1;454;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentine"
10829;"ISLAT";9;13/2/1996 00:00:00;12/3/1996 00:00:00;23/2/1996 00:00:00;1;774;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
10830;"TRADH";4;13/2/1996 00:00:00;26/3/1996 00:00:00;21/2/1996 00:00:00;2;409;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brésil"
10831;"SANTG";3;14/2/1996 00:00:00;13/3/1996 00:00:00;23/2/1996 00:00:00;2;361;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Norvège"
10832;"LAMAI";2;14/2/1996 00:00:00;13/3/1996 00:00:00;19/2/1996 00:00:00;2;216;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
10833;"OTTIK";6;15/2/1996 00:00:00;14/3/1996 00:00:00;23/2/1996 00:00:00;2;357;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
10834;"TRADH";1;15/2/1996 00:00:00;14/3/1996 00:00:00;19/2/1996 00:00:00;3;149;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brésil"
10835;"ALFKI";1;15/2/1996 00:00:00;14/3/1996 00:00:00;21/2/1996 00:00:00;3;348;"Alfred's Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Allemagne"
10836;"ERNSH";7;16/2/1996 00:00:00;15/3/1996 00:00:00;21/2/1996 00:00:00;1;2059;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10837;"BERGS";9;16/2/1996 00:00:00;15/3/1996 00:00:00;23/2/1996 00:00:00;3;67;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10838;"LINOD";3;19/2/1996 00:00:00;18/3/1996 00:00:00;23/2/1996 00:00:00;3;296;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10839;"TRADH";3;19/2/1996 00:00:00;18/3/1996 00:00:00;22/2/1996 00:00:00;3;177;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brésil"
10840;"LINOD";4;19/2/1996 00:00:00;1/4/1996 00:00:00;18/3/1996 00:00:00;2;14;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10841;"SUPRD";5;20/2/1996 00:00:00;19/3/1996 00:00:00;29/2/1996 00:00:00;2;2122;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
10842;"TORTU";1;20/2/1996 00:00:00;19/3/1996 00:00:00;29/2/1996 00:00:00;3;272;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"Mexique"
10843;"VICTE";4;21/2/1996 00:00:00;20/3/1996 00:00:00;26/2/1996 00:00:00;2;46;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"France"
10844;"PICCO";8;21/2/1996 00:00:00;20/3/1996 00:00:00;26/2/1996 00:00:00;2;126;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
10845;"QUICK";8;21/2/1996 00:00:00;6/3/1996 00:00:00;1/3/1996 00:00:00;1;1065;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10846;"SUPRD";2;22/2/1996 00:00:00;4/4/1996 00:00:00;23/2/1996 00:00:00;3;282;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
10847;"SAVEA";4;22/2/1996 00:00:00;7/3/1996 00:00:00;12/3/1996 00:00:00;3;2438;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10848;"CONSH";7;23/2/1996 00:00:00;22/3/1996 00:00:00;29/2/1996 00:00:00;2;191;"Consolidated Holdings";"Berkeley Gardens
12  Brewery ";"London";;"WX1 6LT";"Royaume-Uni"
10849;"KOENE";9;23/2/1996 00:00:00;22/3/1996 00:00:00;1/3/1996 00:00:00;2;3;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10850;"VICTE";1;23/2/1996 00:00:00;5/4/1996 00:00:00;1/3/1996 00:00:00;1;246;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"France"
10851;"RICAR";5;26/2/1996 00:00:00;25/3/1996 00:00:00;4/3/1996 00:00:00;1;803;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10852;"RATTC";8;26/2/1996 00:00:00;11/3/1996 00:00:00;1/3/1996 00:00:00;1;870;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10853;"BLAUS";9;27/2/1996 00:00:00;26/3/1996 00:00:00;5/3/1996 00:00:00;2;269;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Allemagne"
10854;"ERNSH";3;27/2/1996 00:00:00;26/3/1996 00:00:00;7/3/1996 00:00:00;2;501;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10855;"OLDWO";3;27/2/1996 00:00:00;26/3/1996 00:00:00;6/3/1996 00:00:00;1;855;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10856;"ANTON";3;28/2/1996 00:00:00;27/3/1996 00:00:00;12/3/1996 00:00:00;2;292;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"Mexique"
10857;"BERGS";8;28/2/1996 00:00:00;27/3/1996 00:00:00;8/3/1996 00:00:00;2;944;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10858;"LACOR";2;29/2/1996 00:00:00;28/3/1996 00:00:00;5/3/1996 00:00:00;1;263;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"France"
10859;"FRANK";1;29/2/1996 00:00:00;28/3/1996 00:00:00;4/3/1996 00:00:00;2;380;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10860;"FRANR";3;29/2/1996 00:00:00;28/3/1996 00:00:00;6/3/1996 00:00:00;3;96;"France restauration";"54, rue Royale";"Nantes";;"44000";"France"
10861;"WHITC";4;1/3/1996 00:00:00;29/3/1996 00:00:00;19/3/1996 00:00:00;2;75;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10862;"LEHMS";8;1/3/1996 00:00:00;12/4/1996 00:00:00;4/3/1996 00:00:00;2;266;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10863;"HILAA";4;4/3/1996 00:00:00;1/4/1996 00:00:00;19/3/1996 00:00:00;2;151;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10864;"AROUT";4;4/3/1996 00:00:00;1/4/1996 00:00:00;11/3/1996 00:00:00;2;15;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10865;"QUICK";2;4/3/1996 00:00:00;18/3/1996 00:00:00;14/3/1996 00:00:00;1;1741;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10866;"BERGS";5;5/3/1996 00:00:00;2/4/1996 00:00:00;14/3/1996 00:00:00;1;546;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10867;"LONEP";6;5/3/1996 00:00:00;16/4/1996 00:00:00;13/3/1996 00:00:00;1;10;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
10868;"QUEEN";7;6/3/1996 00:00:00;3/4/1996 00:00:00;25/3/1996 00:00:00;2;956;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10869;"SEVES";5;6/3/1996 00:00:00;3/4/1996 00:00:00;11/3/1996 00:00:00;1;716;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Royaume-Uni"
10870;"WOLZA";5;6/3/1996 00:00:00;3/4/1996 00:00:00;15/3/1996 00:00:00;3;60;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
10871;"BONAP";9;7/3/1996 00:00:00;4/4/1996 00:00:00;12/3/1996 00:00:00;2;561;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10872;"GODOS";5;7/3/1996 00:00:00;4/4/1996 00:00:00;11/3/1996 00:00:00;2;877;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10873;"WILMK";4;8/3/1996 00:00:00;5/4/1996 00:00:00;11/3/1996 00:00:00;1;4;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10874;"GODOS";5;8/3/1996 00:00:00;5/4/1996 00:00:00;13/3/1996 00:00:00;2;98;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10875;"BERGS";4;8/3/1996 00:00:00;5/4/1996 00:00:00;2/4/1996 00:00:00;2;162;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10876;"BONAP";7;11/3/1996 00:00:00;8/4/1996 00:00:00;14/3/1996 00:00:00;3;302;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10877;"RICAR";1;11/3/1996 00:00:00;8/4/1996 00:00:00;21/3/1996 00:00:00;1;190;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10878;"QUICK";4;12/3/1996 00:00:00;9/4/1996 00:00:00;14/3/1996 00:00:00;1;233;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10879;"WILMK";3;12/3/1996 00:00:00;9/4/1996 00:00:00;14/3/1996 00:00:00;3;42;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10880;"FOLKO";7;12/3/1996 00:00:00;23/4/1996 00:00:00;20/3/1996 00:00:00;1;440;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10881;"CACTU";4;13/3/1996 00:00:00;10/4/1996 00:00:00;20/3/1996 00:00:00;1;14;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentine"
10882;"SAVEA";4;13/3/1996 00:00:00;10/4/1996 00:00:00;22/3/1996 00:00:00;3;116;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10883;"LONEP";8;14/3/1996 00:00:00;11/4/1996 00:00:00;22/3/1996 00:00:00;3;3;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
10884;"LETSS";4;14/3/1996 00:00:00;11/4/1996 00:00:00;15/3/1996 00:00:00;2;455;"Let's Stop N Shop";"87 Polk St.
Suite 5";"San Francisco";"CA";"94117";"Etats-Unis"
10885;"SUPRD";6;14/3/1996 00:00:00;11/4/1996 00:00:00;20/3/1996 00:00:00;3;28;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
10886;"HANAR";1;15/3/1996 00:00:00;12/4/1996 00:00:00;1/4/1996 00:00:00;1;25;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10887;"GALED";8;15/3/1996 00:00:00;12/4/1996 00:00:00;18/3/1996 00:00:00;3;6;"Galería del gastronómo";"Rambla de Cataluña, 23";"Barcelona";;"8022";"Espagne"
10888;"GODOS";1;18/3/1996 00:00:00;15/4/1996 00:00:00;25/3/1996 00:00:00;2;259;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10889;"RATTC";9;18/3/1996 00:00:00;15/4/1996 00:00:00;25/3/1996 00:00:00;3;1403;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10890;"DUMON";7;18/3/1996 00:00:00;15/4/1996 00:00:00;20/3/1996 00:00:00;1;164;"Du monde entier";"67, rue des Cinquante Otages";"Nantes";;"44000";"France"
10891;"LEHMS";7;19/3/1996 00:00:00;16/4/1996 00:00:00;21/3/1996 00:00:00;2;102;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10892;"MAISD";4;19/3/1996 00:00:00;16/4/1996 00:00:00;21/3/1996 00:00:00;2;601;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10893;"KOENE";9;20/3/1996 00:00:00;17/4/1996 00:00:00;22/3/1996 00:00:00;2;389;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10894;"SAVEA";1;20/3/1996 00:00:00;17/4/1996 00:00:00;22/3/1996 00:00:00;1;581;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10895;"ERNSH";3;20/3/1996 00:00:00;17/4/1996 00:00:00;25/3/1996 00:00:00;1;814;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10896;"MAISD";7;21/3/1996 00:00:00;18/4/1996 00:00:00;29/3/1996 00:00:00;3;162;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10897;"HUNGO";3;21/3/1996 00:00:00;18/4/1996 00:00:00;27/3/1996 00:00:00;2;3018;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10898;"OCEAN";4;22/3/1996 00:00:00;19/4/1996 00:00:00;5/4/1996 00:00:00;2;6;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585
Piso 20-A";"Buenos Aires";;"1010";"Argentine"
10899;"LILAS";5;22/3/1996 00:00:00;19/4/1996 00:00:00;28/3/1996 00:00:00;3;6;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10900;"WELLI";1;22/3/1996 00:00:00;19/4/1996 00:00:00;3/4/1996 00:00:00;2;8;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10901;"HILAA";4;25/3/1996 00:00:00;22/4/1996 00:00:00;28/3/1996 00:00:00;1;310;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10902;"FOLKO";1;25/3/1996 00:00:00;22/4/1996 00:00:00;2/4/1996 00:00:00;1;221;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10903;"HANAR";3;26/3/1996 00:00:00;23/4/1996 00:00:00;3/4/1996 00:00:00;3;184;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10904;"WHITC";3;26/3/1996 00:00:00;23/4/1996 00:00:00;29/3/1996 00:00:00;3;815;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10905;"WELLI";9;26/3/1996 00:00:00;23/4/1996 00:00:00;5/4/1996 00:00:00;2;69;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10906;"WOLZA";4;27/3/1996 00:00:00;10/4/1996 00:00:00;2/4/1996 00:00:00;3;131;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
10907;"SPECD";6;27/3/1996 00:00:00;24/4/1996 00:00:00;29/3/1996 00:00:00;3;46;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"France"
10908;"REGGC";4;28/3/1996 00:00:00;25/4/1996 00:00:00;5/4/1996 00:00:00;2;165;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10909;"SANTG";1;28/3/1996 00:00:00;25/4/1996 00:00:00;9/4/1996 00:00:00;2;265;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Norvège"
10910;"WILMK";1;28/3/1996 00:00:00;25/4/1996 00:00:00;3/4/1996 00:00:00;3;191;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10911;"GODOS";3;28/3/1996 00:00:00;25/4/1996 00:00:00;4/4/1996 00:00:00;1;191;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10912;"HUNGO";2;28/3/1996 00:00:00;25/4/1996 00:00:00;17/4/1996 00:00:00;2;2905;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10913;"QUEEN";4;28/3/1996 00:00:00;25/4/1996 00:00:00;3/4/1996 00:00:00;1;165;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10914;"QUEEN";6;29/3/1996 00:00:00;26/4/1996 00:00:00;1/4/1996 00:00:00;1;106;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10915;"TORTU";2;29/3/1996 00:00:00;26/4/1996 00:00:00;1/4/1996 00:00:00;2;18;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"Mexique"
10916;"RANCH";1;29/3/1996 00:00:00;26/4/1996 00:00:00;8/4/1996 00:00:00;2;319;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentine"
10917;"ROMEY";4;1/4/1996 00:00:00;29/4/1996 00:00:00;10/4/1996 00:00:00;2;41;"Romero y tomillo";"Gran Vía, 1";"Madrid";;"28001";"Espagne"
10918;"BOTTM";3;1/4/1996 00:00:00;29/4/1996 00:00:00;10/4/1996 00:00:00;3;244;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10919;"LINOD";2;1/4/1996 00:00:00;29/4/1996 00:00:00;3/4/1996 00:00:00;2;99;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10920;"AROUT";4;2/4/1996 00:00:00;30/4/1996 00:00:00;8/4/1996 00:00:00;2;148;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10921;"VAFFE";1;2/4/1996 00:00:00;14/5/1996 00:00:00;8/4/1996 00:00:00;1;882;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10922;"HANAR";5;2/4/1996 00:00:00;30/4/1996 00:00:00;4/4/1996 00:00:00;3;314;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10923;"LAMAI";7;2/4/1996 00:00:00;14/5/1996 00:00:00;12/4/1996 00:00:00;3;341;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
10924;"BERGS";3;3/4/1996 00:00:00;1/5/1996 00:00:00;8/5/1996 00:00:00;2;758;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10925;"HANAR";3;3/4/1996 00:00:00;1/5/1996 00:00:00;12/4/1996 00:00:00;1;11;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10926;"ANATR";4;3/4/1996 00:00:00;1/5/1996 00:00:00;10/4/1996 00:00:00;3;200;"Ana Trujillo Emparedados y helados";"Avda. de la Constitución 2222";"México D.F.";;"05021";"Mexique"
10927;"LACOR";4;4/4/1996 00:00:00;2/5/1996 00:00:00;8/5/1996 00:00:00;1;99;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"France"
10928;"GALED";1;4/4/1996 00:00:00;2/5/1996 00:00:00;17/4/1996 00:00:00;1;7;"Galería del gastronómo";"Rambla de Cataluña, 23";"Barcelona";;"8022";"Espagne"
10929;"FRANK";6;4/4/1996 00:00:00;2/5/1996 00:00:00;11/4/1996 00:00:00;1;170;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10930;"SUPRD";4;5/4/1996 00:00:00;17/5/1996 00:00:00;17/4/1996 00:00:00;3;78;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
10931;"RICSU";4;5/4/1996 00:00:00;19/4/1996 00:00:00;18/4/1996 00:00:00;2;68;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10932;"BONAP";8;5/4/1996 00:00:00;3/5/1996 00:00:00;23/4/1996 00:00:00;1;673;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10933;"ISLAT";6;5/4/1996 00:00:00;3/5/1996 00:00:00;15/4/1996 00:00:00;3;271;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
10934;"LEHMS";3;8/4/1996 00:00:00;6/5/1996 00:00:00;11/4/1996 00:00:00;3;160;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10935;"WELLI";4;8/4/1996 00:00:00;6/5/1996 00:00:00;17/4/1996 00:00:00;3;238;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10936;"GREAL";3;8/4/1996 00:00:00;6/5/1996 00:00:00;17/4/1996 00:00:00;2;168;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
